year,month,avg_wddir,count,station
2014,5,206.45487495730748,744,BALLYHAISE
2014,6,342.1069878426308,720,BALLYHAISE
2014,7,227.07213705951727,744,BALLYHAISE
2014,8,255.5851859049052,744,BALLYHAISE
2014,9,131.1819065513032,720,BALLYHAISE
2014,10,192.14636920250663,727,BALLYHAISE
2014,11,155.25279121063386,720,BALLYHAISE
2014,12,240.00945433079607,744,BALLYHAISE
2015,1,233.1529929795433,744,BALLYHAISE
2015,2,242.81287537672816,672,BALLYHAISE
2015,3,224.3714045780501,744,BALLYHAISE
2015,4,186.41379536061152,720,BALLYHAISE
2015,5,241.78473573534103,744,BALLYHAISE
2015,6,243.83332994950436,720,BALLYHAISE
2015,7,225.34304658753464,744,BALLYHAISE
2015,8,210.96666781212022,744,BALLYHAISE
2015,9,229.28693005773007,720,BALLYHAISE
2015,10,154.5970265352687,744,BALLYHAISE
2015,11,225.32451721513533,720,BALLYHAISE
2015,12,187.97059995154802,737,BALLYHAISE
2016,1,189.06300374697517,744,BALLYHAISE
2016,2,219.90283823433373,696,BALLYHAISE
2016,3,222.64122056908377,744,BALLYHAISE
2016,4,305.8442737870922,720,BALLYHAISE
2016,5,46.30044356811635,744,BALLYHAISE
2016,6,221.82866719102734,720,BALLYHAISE
2016,7,236.028758934732,744,BALLYHAISE
2016,8,211.39197749711192,744,BALLYHAISE
2016,9,201.35112435163649,720,BALLYHAISE
2016,10,118.2033162191168,744,BALLYHAISE
2016,11,259.7298841159021,720,BALLYHAISE
2016,12,179.99183759774917,744,BALLYHAISE
2017,1,202.12054272392606,744,BALLYHAISE
2017,2,184.79992524293755,672,BALLYHAISE
2017,3,196.38669750806972,744,BALLYHAISE
2017,4,258.7681860110085,720,BALLYHAISE
2017,5,137.41349520215294,744,BALLYHAISE
2017,6,225.46212740999576,720,BALLYHAISE
2017,7,233.84452642225895,744,BALLYHAISE
2017,8,224.27816748146282,744,BALLYHAISE
2017,9,217.11024053944172,720,BALLYHAISE
2017,10,236.72697898114936,744,BALLYHAISE
2017,11,262.52874974428795,720,BALLYHAISE
2017,12,256.24078367040056,744,BALLYHAISE
2018,1,226.07445813870663,744,BALLYHAISE
2018,2,222.80791325435052,672,BALLYHAISE
2018,3,116.9670067813829,744,BALLYHAISE
2018,4,172.44610013711997,720,BALLYHAISE
2018,5,177.9009630234341,744,BALLYHAISE
2018,6,122.81969179150178,720,BALLYHAISE
2018,7,270.6541824331529,744,BALLYHAISE
2018,8,246.610491463882,744,BALLYHAISE
2018,9,247.46525502788955,720,BALLYHAISE
2018,10,221.95138837215532,744,BALLYHAISE
2018,11,140.56372708799495,720,BALLYHAISE
2018,12,189.5842542444966,744,BALLYHAISE
2019,1,241.3689061146489,744,BALLYHAISE
2019,2,185.27869471338926,672,BALLYHAISE
2019,3,240.36396990646523,744,BALLYHAISE
2019,4,116.29218733448084,720,BALLYHAISE
2019,5,302.349665499742,744,BALLYHAISE
2019,6,226.69655566314754,720,BALLYHAISE
2019,7,250.63890640019886,744,BALLYHAISE
2019,8,213.11894339906357,744,BALLYHAISE
2019,9,224.25360578794437,720,BALLYHAISE
2019,10,192.2781132874646,744,BALLYHAISE
2019,11,52.885664173946964,720,BALLYHAISE
2019,12,207.8186339374053,744,BALLYHAISE
2020,1,215.12279507201328,744,BALLYHAISE
2020,2,224.87665816120236,696,BALLYHAISE
2020,3,225.44697650162226,744,BALLYHAISE
2020,4,104.13514159485516,720,BALLYHAISE
2020,5,166.8996004916985,744,BALLYHAISE
2020,6,307.5676086894546,720,BALLYHAISE
2020,7,252.75501623286567,744,BALLYHAISE
2020,8,161.9318570043896,744,BALLYHAISE
2020,9,221.54933738926772,720,BALLYHAISE
2020,10,238.63394541194018,744,BALLYHAISE
2020,11,206.16394813911856,720,BALLYHAISE
2020,12,243.4565914019576,744,BALLYHAISE
2021,1,258.9233615566618,744,BALLYHAISE
2021,2,149.09171568722553,672,BALLYHAISE
2021,3,231.88649521953457,744,BALLYHAISE
2021,4,64.286205246019,720,BALLYHAISE
2021,5,187.02548297124173,744,BALLYHAISE
2021,6,249.74122348521604,720,BALLYHAISE
2021,7,257.54314535444206,744,BALLYHAISE
2021,8,214.0134196670673,744,BALLYHAISE
2021,9,183.00524430152564,720,BALLYHAISE
2021,10,214.78538143257114,744,BALLYHAISE
2021,11,251.89845127001792,720,BALLYHAISE
2021,12,179.87196503638734,744,BALLYHAISE
2022,1,218.90543176631857,744,BALLYHAISE
2022,2,229.955958376973,672,BALLYHAISE
2022,3,132.30308716042225,744,BALLYHAISE
2022,4,144.16990342053305,720,BALLYHAISE
2022,5,229.00318922998386,744,BALLYHAISE
2022,6,218.0573432694436,720,BALLYHAISE
2022,7,249.08967705010713,744,BALLYHAISE
2022,8,220.383765615017,744,BALLYHAISE
2022,9,269.07767607035055,720,BALLYHAISE
2022,10,179.3872967453783,744,BALLYHAISE
2022,11,183.7375847995805,720,BALLYHAISE
2022,12,202.26530336676075,744,BALLYHAISE
2023,1,225.2265299350386,744,BALLYHAISE
2023,2,209.98924646903134,672,BALLYHAISE
2023,3,177.88168983223295,744,BALLYHAISE
2023,4,142.01636023954427,720,BALLYHAISE
2023,5,292.9071920884824,744,BALLYHAISE
2023,6,130.02141015756024,720,BALLYHAISE
2023,7,227.84282047667023,744,BALLYHAISE
2023,8,233.59996414907755,744,BALLYHAISE
2023,9,184.21120818349974,720,BALLYHAISE
2023,10,158.67260941373286,744,BALLYHAISE
2023,11,230.14939201158677,720,BALLYHAISE
2023,12,225.3867670380902,744,BALLYHAISE
2024,1,235.1209140755424,744,BALLYHAISE
2024,2,219.29604145210345,696,BALLYHAISE
2024,3,134.08605991523655,744,BALLYHAISE
2024,4,245.9139451459891,720,BALLYHAISE
2024,5,346.7760733463269,744,BALLYHAISE
2024,6,266.98658429843806,720,BALLYHAISE
2024,7,247.63302579270126,744,BALLYHAISE
2024,8,210.14307511229882,744,BALLYHAISE
2024,9,337.19529273416043,720,BALLYHAISE
2024,10,174.1212060574103,744,BALLYHAISE
2024,11,181.65979653414448,720,BALLYHAISE
2024,12,236.05445031859983,744,BALLYHAISE
2025,1,199.0431643219061,744,BALLYHAISE
2025,2,145.6036771514361,672,BALLYHAISE
2025,3,181.9749519942453,744,BALLYHAISE
2025,4,110.0,1,BALLYHAISE
